學號,院別碼,學院名,departmentNum,系所名,score,入學管道碼,入學管道,scoreStratified
410130653,FG,外國語文學院,13,西班牙語文學系,85,B1D,學士班指考,80~89分
410130665,FG,外國語文學院,13,西班牙語文學系,78,B1D,學士班指考,70~79分
410130677,FG,外國語文學院,13,西班牙語文學系,74,B1D,學士班指考,70~79分
410141016,FG,外國語文學院,14,日本語文學系,71,B2B,申請入學外籍生,70~79分
410141028,FG,外國語文學院,14,日本語文學系,65,B2B,申請入學外籍生,60~69分
410141030,FG,外國語文學院,14,日本語文學系,72,B2B,申請入學外籍生,70~79分
410141054,FG,外國語文學院,14,日本語文學系,88,B6C,繁星推薦一般考生,80~89分
410141066,FG,外國語文學院,14,日本語文學系,86,B6C,繁星推薦一般考生,80~89分
410141078,FG,外國語文學院,14,日本語文學系,86,B6C,繁星推薦一般考生,80~89分
410141080,FG,外國語文學院,14,日本語文學系,84,B6C,繁星推薦一般考生,80~89分
410141092,FG,外國語文學院,14,日本語文學系,90,B6C,繁星推薦一般考生,90~100分
410141107,FG,外國語文學院,14,日本語文學系,81,B6C,繁星推薦一般考生,80~89分
410141119,FG,外國語文學院,14,日本語文學系,85,B6C,繁星推薦一般考生,80~89分
410141121,FG,外國語文學院,14,日本語文學系,86,B6C,繁星推薦一般考生,80~89分
410141133,FG,外國語文學院,14,日本語文學系,78,B6C,繁星推薦一般考生,70~79分
410141145,FG,外國語文學院,14,日本語文學系,82,B6C,繁星推薦一般考生,80~89分
410141157,FG,外國語文學院,14,日本語文學系,79,B6C,繁星推薦一般考生,70~79分
410141169,FG,外國語文學院,14,日本語文學系,89,B6C,繁星推薦一般考生,80~89分
410141183,FG,外國語文學院,14,日本語文學系,79,B6C,繁星推薦一般考生,70~79分
410141195,FG,外國語文學院,14,日本語文學系,63,B6C,繁星推薦一般考生,60~69分
410141200,FG,外國語文學院,14,日本語文學系,88,B2D,申請入學學士班,80~89分
410141212,FG,外國語文學院,14,日本語文學系,80,B2D,申請入學學士班,80~89分
410141224,FG,外國語文學院,14,日本語文學系,86,B2D,申請入學學士班,80~89分
410141236,FG,外國語文學院,14,日本語文學系,88,B2D,申請入學學士班,80~89分
410141248,FG,外國語文學院,14,日本語文學系,82,B2D,申請入學學士班,80~89分
410141250,FG,外國語文學院,14,日本語文學系,87,B2D,申請入學學士班,80~89分
410141262,FG,外國語文學院,14,日本語文學系,82,B2D,申請入學學士班,80~89分
410141274,FG,外國語文學院,14,日本語文學系,85,B2D,申請入學學士班,80~89分
410141286,FG,外國語文學院,14,日本語文學系,78,B2D,申請入學學士班,70~79分
410141298,FG,外國語文學院,14,日本語文學系,87,B2D,申請入學學士班,80~89分
410141303,FG,外國語文學院,14,日本語文學系,81,B2D,申請入學學士班,80~89分
410141315,FG,外國語文學院,14,日本語文學系,79,B2D,申請入學學士班,70~79分
410141327,FG,外國語文學院,14,日本語文學系,83,B2D,申請入學學士班,80~89分
410141339,FG,外國語文學院,14,日本語文學系,88,B2D,申請入學學士班,80~89分
410141341,FG,外國語文學院,14,日本語文學系,87,B2D,申請入學學士班,80~89分
410141353,FG,外國語文學院,14,日本語文學系,86,B2D,申請入學學士班,80~89分
410141365,FG,外國語文學院,14,日本語文學系,91,B2D,申請入學學士班,90~100分
410141377,FG,外國語文學院,14,日本語文學系,88,B2D,申請入學學士班,80~89分
410141389,FG,外國語文學院,14,日本語文學系,82,B2D,申請入學學士班,80~89分
410141391,FG,外國語文學院,14,日本語文學系,71,B2D,申請入學學士班,70~79分
410141406,FG,外國語文學院,14,日本語文學系,80,B2D,申請入學學士班,80~89分
410141418,FG,外國語文學院,14,日本語文學系,85,B2D,申請入學學士班,80~89分
410141420,FG,外國語文學院,14,日本語文學系,85,B2D,申請入學學士班,80~89分
410141432,FG,外國語文學院,14,日本語文學系,77,B2D,申請入學學士班,70~79分
410141444,FG,外國語文學院,14,日本語文學系,83,B2D,申請入學學士班,80~89分
410141456,FG,外國語文學院,14,日本語文學系,73,B2D,申請入學學士班,70~79分
410141470,FG,外國語文學院,14,日本語文學系,72,B2D,申請入學學士班,70~79分
410141482,FG,外國語文學院,14,日本語文學系,27,B2D,申請入學學士班,0~59分
410141494,FG,外國語文學院,14,日本語文學系,76,B2E,申請入學原住民,70~79分
410141511,FG,外國語文學院,14,日本語文學系,87,B3A,分發入學僑生,80~89分
410141523,FG,外國語文學院,14,日本語文學系,83,B1D,學士班指考,80~89分
410141535,FG,外國語文學院,14,日本語文學系,67,B1D,學士班指考,60~69分
410141547,FG,外國語文學院,14,日本語文學系,82,B1D,學士班指考,80~89分
410141559,FG,外國語文學院,14,日本語文學系,85,B1D,學士班指考,80~89分
410141561,FG,外國語文學院,14,日本語文學系,83,B1D,學士班指考,80~89分
410141573,FG,外國語文學院,14,日本語文學系,82,B1D,學士班指考,80~89分
410141585,FG,外國語文學院,14,日本語文學系,80,B1D,學士班指考,80~89分
410141597,FG,外國語文學院,14,日本語文學系,85,B1D,學士班指考,80~89分
410141602,FG,外國語文學院,14,日本語文學系,89,B1D,學士班指考,80~89分
410141614,FG,外國語文學院,14,日本語文學系,77,B1D,學士班指考,70~79分
410142010,FG,外國語文學院,14,日本語文學系,81,B2B,申請入學外籍生,80~89分
410142022,FG,外國語文學院,14,日本語文學系,55,B2B,申請入學外籍生,0~59分
410142034,FG,外國語文學院,14,日本語文學系,76,B2B,申請入學外籍生,70~79分
410142046,FG,外國語文學院,14,日本語文學系,83,B6C,繁星推薦一般考生,80~89分
410142058,FG,外國語文學院,14,日本語文學系,66,B6C,繁星推薦一般考生,60~69分
410142060,FG,外國語文學院,14,日本語文學系,87,B6C,繁星推薦一般考生,80~89分
410142072,FG,外國語文學院,14,日本語文學系,83,B6C,繁星推薦一般考生,80~89分
410142084,FG,外國語文學院,14,日本語文學系,62,B6C,繁星推薦一般考生,60~69分
410142096,FG,外國語文學院,14,日本語文學系,89,B6C,繁星推薦一般考生,80~89分
410142101,FG,外國語文學院,14,日本語文學系,92,B6C,繁星推薦一般考生,90~100分
410142113,FG,外國語文學院,14,日本語文學系,82,B6C,繁星推薦一般考生,80~89分
410142125,FG,外國語文學院,14,日本語文學系,73,B6C,繁星推薦一般考生,70~79分
410142137,FG,外國語文學院,14,日本語文學系,87,B6C,繁星推薦一般考生,80~89分
410142149,FG,外國語文學院,14,日本語文學系,89,B6C,繁星推薦一般考生,80~89分
410142151,FG,外國語文學院,14,日本語文學系,90,B6C,繁星推薦一般考生,90~100分
410142163,FG,外國語文學院,14,日本語文學系,89,B6C,繁星推薦一般考生,80~89分
410142175,FG,外國語文學院,14,日本語文學系,84,B6C,繁星推薦一般考生,80~89分
410142187,FG,外國語文學院,14,日本語文學系,88,B6C,繁星推薦一般考生,80~89分
410142204,FG,外國語文學院,14,日本語文學系,85,B2D,申請入學學士班,80~89分
410142216,FG,外國語文學院,14,日本語文學系,71,B2D,申請入學學士班,70~79分
410142228,FG,外國語文學院,14,日本語文學系,87,B2D,申請入學學士班,80~89分
410142230,FG,外國語文學院,14,日本語文學系,88,B2D,申請入學學士班,80~89分
410142242,FG,外國語文學院,14,日本語文學系,79,B2D,申請入學學士班,70~79分
410142254,FG,外國語文學院,14,日本語文學系,74,B2D,申請入學學士班,70~79分
410142266,FG,外國語文學院,14,日本語文學系,76,B2D,申請入學學士班,70~79分
410142278,FG,外國語文學院,14,日本語文學系,89,B2D,申請入學學士班,80~89分
410142280,FG,外國語文學院,14,日本語文學系,86,B2D,申請入學學士班,80~89分
410142292,FG,外國語文學院,14,日本語文學系,89,B2D,申請入學學士班,80~89分
410142307,FG,外國語文學院,14,日本語文學系,83,B2D,申請入學學士班,80~89分
410142319,FG,外國語文學院,14,日本語文學系,85,B2D,申請入學學士班,80~89分
410142321,FG,外國語文學院,14,日本語文學系,90,B2D,申請入學學士班,90~100分
410142333,FG,外國語文學院,14,日本語文學系,71,B2D,申請入學學士班,70~79分
410142357,FG,外國語文學院,14,日本語文學系,83,B2D,申請入學學士班,80~89分
410142369,FG,外國語文學院,14,日本語文學系,74,B2D,申請入學學士班,70~79分
410142371,FG,外國語文學院,14,日本語文學系,87,B2D,申請入學學士班,80~89分
410142383,FG,外國語文學院,14,日本語文學系,69,B2D,申請入學學士班,60~69分
410142395,FG,外國語文學院,14,日本語文學系,79,B2D,申請入學學士班,70~79分
410142400,FG,外國語文學院,14,日本語文學系,75,B2D,申請入學學士班,70~79分
410142412,FG,外國語文學院,14,日本語文學系,81,B2D,申請入學學士班,80~89分
410142424,FG,外國語文學院,14,日本語文學系,81,B2D,申請入學學士班,80~89分
410142436,FG,外國語文學院,14,日本語文學系,85,B2D,申請入學學士班,80~89分
410142448,FG,外國語文學院,14,日本語文學系,66,B2D,申請入學學士班,60~69分
410142450,FG,外國語文學院,14,日本語文學系,82,B2D,申請入學學士班,80~89分
410142462,FG,外國語文學院,14,日本語文學系,78,B2D,申請入學學士班,70~79分
410142474,FG,外國語文學院,14,日本語文學系,85,B2D,申請入學學士班,80~89分
410142486,FG,外國語文學院,14,日本語文學系,77,B2D,申請入學學士班,70~79分
410142498,FG,外國語文學院,14,日本語文學系,66,B2E,申請入學原住民,60~69分
410142515,FG,外國語文學院,14,日本語文學系,77,B1D,學士班指考,70~79分
410142527,FG,外國語文學院,14,日本語文學系,74,B1D,學士班指考,70~79分
410142539,FG,外國語文學院,14,日本語文學系,77,B1D,學士班指考,70~79分
410142541,FG,外國語文學院,14,日本語文學系,48,B1D,學士班指考,0~59分
410142553,FG,外國語文學院,14,日本語文學系,81,B1D,學士班指考,80~89分
410142565,FG,外國語文學院,14,日本語文學系,80,B1D,學士班指考,80~89分
410142577,FG,外國語文學院,14,日本語文學系,79,B1D,學士班指考,70~79分
410142589,FG,外國語文學院,14,日本語文學系,50,B1D,學士班指考,0~59分
410142591,FG,外國語文學院,14,日本語文學系,77,B1D,學士班指考,70~79分
410142606,FG,外國語文學院,14,日本語文學系,84,B1D,學士班指考,80~89分
410142618,FG,外國語文學院,14,日本語文學系,91,B1D,學士班指考,90~100分
410150017,FG,外國語文學院,15,義大利語文學系,75,B6C,繁星推薦一般考生,70~79分
410150029,FG,外國語文學院,15,義大利語文學系,90,B6C,繁星推薦一般考生,90~100分
410150031,FG,外國語文學院,15,義大利語文學系,83,B6C,繁星推薦一般考生,80~89分
410150043,FG,外國語文學院,15,義大利語文學系,83,B6C,繁星推薦一般考生,80~89分
410150055,FG,外國語文學院,15,義大利語文學系,69,B6C,繁星推薦一般考生,60~69分
410150067,FG,外國語文學院,15,義大利語文學系,89,B6C,繁星推薦一般考生,80~89分
410150079,FG,外國語文學院,15,義大利語文學系,75,B6C,繁星推薦一般考生,70~79分
410150081,FG,外國語文學院,15,義大利語文學系,73,B6C,繁星推薦一般考生,70~79分
410150093,FG,外國語文學院,15,義大利語文學系,81,B6C,繁星推薦一般考生,80~89分
410150108,FG,外國語文學院,15,義大利語文學系,76,B2D,申請入學學士班,70~79分
410150110,FG,外國語文學院,15,義大利語文學系,79,B2D,申請入學學士班,70~79分
410150122,FG,外國語文學院,15,義大利語文學系,77,B2D,申請入學學士班,70~79分
410150134,FG,外國語文學院,15,義大利語文學系,78,B2D,申請入學學士班,70~79分
410150146,FG,外國語文學院,15,義大利語文學系,89,B2D,申請入學學士班,80~89分
410150158,FG,外國語文學院,15,義大利語文學系,77,B2D,申請入學學士班,70~79分
410150160,FG,外國語文學院,15,義大利語文學系,66,B2D,申請入學學士班,60~69分
410150172,FG,外國語文學院,15,義大利語文學系,67,B2D,申請入學學士班,60~69分
410150184,FG,外國語文學院,15,義大利語文學系,73,B2D,申請入學學士班,70~79分
410150196,FG,外國語文學院,15,義大利語文學系,76,B2D,申請入學學士班,70~79分
410150201,FG,外國語文學院,15,義大利語文學系,62,B2D,申請入學學士班,60~69分
410150213,FG,外國語文學院,15,義大利語文學系,93,B2D,申請入學學士班,90~100分
410150225,FG,外國語文學院,15,義大利語文學系,75,B2D,申請入學學士班,70~79分
410150237,FG,外國語文學院,15,義大利語文學系,71,B2D,申請入學學士班,70~79分
410150249,FG,外國語文學院,15,義大利語文學系,62,B2D,申請入學學士班,60~69分
410150251,FG,外國語文學院,15,義大利語文學系,85,B2D,申請入學學士班,80~89分
410150263,FG,外國語文學院,15,義大利語文學系,79,B2D,申請入學學士班,70~79分
410150275,FG,外國語文學院,15,義大利語文學系,79,B2D,申請入學學士班,70~79分
410150287,FG,外國語文學院,15,義大利語文學系,74,B2D,申請入學學士班,70~79分
410150299,FG,外國語文學院,15,義大利語文學系,69,B2D,申請入學學士班,60~69分
410150304,FG,外國語文學院,15,義大利語文學系,62,B2D,申請入學學士班,60~69分
410150316,FG,外國語文學院,15,義大利語文學系,77,B2D,申請入學學士班,70~79分
410150328,FG,外國語文學院,15,義大利語文學系,53,B2D,申請入學學士班,0~59分
410150330,FG,外國語文學院,15,義大利語文學系,86,B2D,申請入學學士班,80~89分
410150342,FG,外國語文學院,15,義大利語文學系,63,B2D,申請入學學士班,60~69分
410150354,FG,外國語文學院,15,義大利語文學系,60,B2D,申請入學學士班,60~69分
410150366,FG,外國語文學院,15,義大利語文學系,78,B2D,申請入學學士班,70~79分
410150378,FG,外國語文學院,15,義大利語文學系,78,B2D,申請入學學士班,70~79分
410150380,FG,外國語文學院,15,義大利語文學系,71,B2D,申請入學學士班,70~79分
410150392,FG,外國語文學院,15,義大利語文學系,76,B2D,申請入學學士班,70~79分
410150407,FG,外國語文學院,15,義大利語文學系,85,B2D,申請入學學士班,80~89分
410150419,FG,外國語文學院,15,義大利語文學系,79,B2D,申請入學學士班,70~79分
410150421,FG,外國語文學院,15,義大利語文學系,39,B1D,學士班指考,0~59分
410150433,FG,外國語文學院,15,義大利語文學系,68,B1D,學士班指考,60~69分
410150445,FG,外國語文學院,15,義大利語文學系,70,B1D,學士班指考,70~79分
410150457,FG,外國語文學院,15,義大利語文學系,71,B1D,學士班指考,70~79分
410150469,FG,外國語文學院,15,義大利語文學系,85,B1D,學士班指考,80~89分
410150471,FG,外國語文學院,15,義大利語文學系,75,B1D,學士班指考,70~79分
410150483,FG,外國語文學院,15,義大利語文學系,70,B1D,學士班指考,70~79分
410150495,FG,外國語文學院,15,義大利語文學系,76,B1D,學士班指考,70~79分
410150500,FG,外國語文學院,15,義大利語文學系,61,B1D,學士班指考,60~69分
410150512,FG,外國語文學院,15,義大利語文學系,70,B1D,學士班指考,70~79分
410150524,FG,外國語文學院,15,義大利語文學系,77,B1D,學士班指考,70~79分
410150536,FG,外國語文學院,15,義大利語文學系,79,B1D,學士班指考,70~79分
410150550,FG,外國語文學院,15,義大利語文學系,81,B1D,學士班指考,80~89分
410150562,FG,外國語文學院,15,義大利語文學系,73,B1D,學士班指考,70~79分
410150574,FG,外國語文學院,15,義大利語文學系,76,B1D,學士班指考,70~79分
410150586,FG,外國語文學院,15,義大利語文學系,90,B1D,學士班指考,90~100分
410160012,FG,外國語文學院,16,德語語文學系,63,B2B,申請入學外籍生,60~69分
410160036,FG,外國語文學院,16,德語語文學系,78,B2B,申請入學外籍生,70~79分
410160048,FG,外國語文學院,16,德語語文學系,83,B6C,繁星推薦一般考生,80~89分
410160050,FG,外國語文學院,16,德語語文學系,83,B6C,繁星推薦一般考生,80~89分
410160062,FG,外國語文學院,16,德語語文學系,83,B6C,繁星推薦一般考生,80~89分
410160074,FG,外國語文學院,16,德語語文學系,75,B6C,繁星推薦一般考生,70~79分
410160086,FG,外國語文學院,16,德語語文學系,88,B6C,繁星推薦一般考生,80~89分
410160098,FG,外國語文學院,16,德語語文學系,84,B6C,繁星推薦一般考生,80~89分
410160103,FG,外國語文學院,16,德語語文學系,86,B6C,繁星推薦一般考生,80~89分
410160115,FG,外國語文學院,16,德語語文學系,91,B6C,繁星推薦一般考生,90~100分
410160127,FG,外國語文學院,16,德語語文學系,84,B2D,申請入學學士班,80~89分
410160139,FG,外國語文學院,16,德語語文學系,87,B2D,申請入學學士班,80~89分
410160141,FG,外國語文學院,16,德語語文學系,86,B2D,申請入學學士班,80~89分
410160153,FG,外國語文學院,16,德語語文學系,76,B2D,申請入學學士班,70~79分
410160165,FG,外國語文學院,16,德語語文學系,86,B2D,申請入學學士班,80~89分
410160177,FG,外國語文學院,16,德語語文學系,82,B2D,申請入學學士班,80~89分
410160189,FG,外國語文學院,16,德語語文學系,87,B2D,申請入學學士班,80~89分
410160191,FG,外國語文學院,16,德語語文學系,85,B2D,申請入學學士班,80~89分
410160206,FG,外國語文學院,16,德語語文學系,71,B2D,申請入學學士班,70~79分
410160218,FG,外國語文學院,16,德語語文學系,80,B2D,申請入學學士班,80~89分
410160220,FG,外國語文學院,16,德語語文學系,62,B2D,申請入學學士班,60~69分
410160232,FG,外國語文學院,16,德語語文學系,69,B2D,申請入學學士班,60~69分
410160244,FG,外國語文學院,16,德語語文學系,82,B2D,申請入學學士班,80~89分
410160256,FG,外國語文學院,16,德語語文學系,88,B2D,申請入學學士班,80~89分
410160268,FG,外國語文學院,16,德語語文學系,79,B2D,申請入學學士班,70~79分
410160270,FG,外國語文學院,16,德語語文學系,76,B2D,申請入學學士班,70~79分
410160282,FG,外國語文學院,16,德語語文學系,79,B2D,申請入學學士班,70~79分
410160294,FG,外國語文學院,16,德語語文學系,78,B2D,申請入學學士班,70~79分
410160309,FG,外國語文學院,16,德語語文學系,77,B2D,申請入學學士班,70~79分
410160311,FG,外國語文學院,16,德語語文學系,77,B2D,申請入學學士班,70~79分
410160323,FG,外國語文學院,16,德語語文學系,67,B2D,申請入學學士班,60~69分
410160335,FG,外國語文學院,16,德語語文學系,83,B2D,申請入學學士班,80~89分
410160347,FG,外國語文學院,16,德語語文學系,65,B2D,申請入學學士班,60~69分
410160359,FG,外國語文學院,16,德語語文學系,81,B2D,申請入學學士班,80~89分
410160361,FG,外國語文學院,16,德語語文學系,77,B2D,申請入學學士班,70~79分
410160373,FG,外國語文學院,16,德語語文學系,85,B2D,申請入學學士班,80~89分
410160385,FG,外國語文學院,16,德語語文學系,79,B2D,申請入學學士班,70~79分
410160397,FG,外國語文學院,16,德語語文學系,77,B2D,申請入學學士班,70~79分
410160402,FG,外國語文學院,16,德語語文學系,77,B2D,申請入學學士班,70~79分
410160414,FG,外國語文學院,16,德語語文學系,87,B2D,申請入學學士班,80~89分
410160426,FG,外國語文學院,16,德語語文學系,75,B2D,申請入學學士班,70~79分
410160438,FG,外國語文學院,16,德語語文學系,88,B2D,申請入學學士班,80~89分
410160452,FG,外國語文學院,16,德語語文學系,82,B1D,學士班指考,80~89分
410160464,FG,外國語文學院,16,德語語文學系,72,B1D,學士班指考,70~79分
410160476,FG,外國語文學院,16,德語語文學系,64,B1D,學士班指考,60~69分
410160488,FG,外國語文學院,16,德語語文學系,80,B1D,學士班指考,80~89分
410160490,FG,外國語文學院,16,德語語文學系,71,B1D,學士班指考,70~79分
410160505,FG,外國語文學院,16,德語語文學系,85,B1D,學士班指考,80~89分
410160517,FG,外國語文學院,16,德語語文學系,84,B1D,學士班指考,80~89分
410160529,FG,外國語文學院,16,德語語文學系,72,B1D,學士班指考,70~79分
410160531,FG,外國語文學院,16,德語語文學系,74,B1D,學士班指考,70~79分
410160543,FG,外國語文學院,16,德語語文學系,59,B1D,學士班指考,0~59分
410160567,FG,外國語文學院,16,德語語文學系,76,B1D,學士班指考,70~79分
410160579,FG,外國語文學院,16,德語語文學系,76,B1D,學士班指考,70~79分
410160581,FG,外國語文學院,16,德語語文學系,71,B1D,學士班指考,70~79分
410160593,FG,外國語文學院,16,德語語文學系,66,B1D,學士班指考,60~69分
410160608,FG,外國語文學院,16,德語語文學系,72,B1D,學士班指考,70~79分
410160610,FG,外國語文學院,16,德語語文學系,85,B1D,學士班指考,80~89分
410170017,SG,理工學院,17,數學系資訊數學組,76,B6C,繁星推薦一般考生,70~79分
410170029,SG,理工學院,17,數學系資訊數學組,79,B6C,繁星推薦一般考生,70~79分
410170031,SG,理工學院,17,數學系資訊數學組,81,B6C,繁星推薦一般考生,80~89分
410170043,SG,理工學院,17,數學系資訊數學組,74,B6C,繁星推薦一般考生,70~79分
410170055,SG,理工學院,17,數學系資訊數學組,88,B6C,繁星推薦一般考生,80~89分
410170067,SG,理工學院,17,數學系資訊數學組,78,B6C,繁星推薦一般考生,70~79分
410170079,SG,理工學院,17,數學系資訊數學組,55,B6C,繁星推薦一般考生,0~59分
410170081,SG,理工學院,17,數學系資訊數學組,75,B6C,繁星推薦一般考生,70~79分
410170093,SG,理工學院,17,數學系資訊數學組,78,B2D,申請入學學士班,70~79分
410170108,SG,理工學院,17,數學系資訊數學組,51,B2D,申請入學學士班,0~59分
410170110,SG,理工學院,17,數學系資訊數學組,77,B2D,申請入學學士班,70~79分
410170122,SG,理工學院,17,數學系資訊數學組,86,B2D,申請入學學士班,80~89分
410170134,SG,理工學院,17,數學系資訊數學組,74,B2D,申請入學學士班,70~79分
410170146,SG,理工學院,17,數學系資訊數學組,72,B2D,申請入學學士班,70~79分
410170158,SG,理工學院,17,數學系資訊數學組,65,B2D,申請入學學士班,60~69分
410170160,SG,理工學院,17,數學系資訊數學組,75,B2D,申請入學學士班,70~79分
410170172,SG,理工學院,17,數學系資訊數學組,61,B2D,申請入學學士班,60~69分
410170184,SG,理工學院,17,數學系資訊數學組,73,B2D,申請入學學士班,70~79分
410170196,SG,理工學院,17,數學系資訊數學組,64,B2D,申請入學學士班,60~69分
410170201,SG,理工學院,17,數學系資訊數學組,84,B2D,申請入學學士班,80~89分
410170213,SG,理工學院,17,數學系資訊數學組,71,B2D,申請入學學士班,70~79分
410170225,SG,理工學院,17,數學系資訊數學組,75,B2D,申請入學學士班,70~79分
410170237,SG,理工學院,17,數學系資訊數學組,84,B2D,申請入學學士班,80~89分
410170249,SG,理工學院,17,數學系資訊數學組,53,B2D,申請入學學士班,0~59分
410170251,SG,理工學院,17,數學系資訊數學組,84,B2D,申請入學學士班,80~89分
410170263,SG,理工學院,17,數學系資訊數學組,64,B2D,申請入學學士班,60~69分
410170275,SG,理工學院,17,數學系資訊數學組,46,B1D,學士班指考,0~59分
410170287,SG,理工學院,17,數學系資訊數學組,73,B1D,學士班指考,70~79分
410170299,SG,理工學院,17,數學系資訊數學組,76,B1D,學士班指考,70~79分
410170304,SG,理工學院,17,數學系資訊數學組,58,B1D,學士班指考,0~59分
410170316,SG,理工學院,17,數學系資訊數學組,75,B1D,學士班指考,70~79分
410170328,SG,理工學院,17,數學系資訊數學組,90,B1D,學士班指考,90~100分
410170330,SG,理工學院,17,數學系資訊數學組,71,B1D,學士班指考,70~79分
410170342,SG,理工學院,17,數學系資訊數學組,79,B1D,學士班指考,70~79分
410170354,SG,理工學院,17,數學系資訊數學組,34,B1D,學士班指考,0~59分
410170366,SG,理工學院,17,數學系資訊數學組,68,B1D,學士班指考,60~69分
410170380,SG,理工學院,17,數學系資訊數學組,88,B1D,學士班指考,80~89分
410170392,SG,理工學院,17,數學系資訊數學組,53,B1D,學士班指考,0~59分
410170407,SG,理工學院,17,數學系資訊數學組,59,B1D,學士班指考,0~59分
410170419,SG,理工學院,17,數學系資訊數學組,53,B1D,學士班指考,0~59分
410170421,SG,理工學院,17,數學系資訊數學組,73,B1D,學士班指考,70~79分
410170433,SG,理工學院,17,數學系資訊數學組,82,B1D,學士班指考,80~89分
410170445,SG,理工學院,17,數學系資訊數學組,79,B1D,學士班指考,70~79分
410170457,SG,理工學院,17,數學系資訊數學組,60,B1D,學士班指考,60~69分
410170471,SG,理工學院,17,數學系資訊數學組,71,B1D,學士班指考,70~79分
410170483,SG,理工學院,17,數學系資訊數學組,61,B1D,學士班指考,60~69分
410170495,SG,理工學院,17,數學系資訊數學組,77,B1D,學士班指考,70~79分
410170500,SG,理工學院,17,數學系資訊數學組,53,B1D,學士班指考,0~59分
410180012,SG,理工學院,18,數學系應用數學組,84,B6C,繁星推薦一般考生,80~89分
410180024,SG,理工學院,18,數學系應用數學組,85,B6C,繁星推薦一般考生,80~89分
410180036,SG,理工學院,18,數學系應用數學組,91,B6C,繁星推薦一般考生,90~100分
410180048,SG,理工學院,18,數學系應用數學組,76,B6C,繁星推薦一般考生,70~79分
410180050,SG,理工學院,18,數學系應用數學組,86,B6C,繁星推薦一般考生,80~89分
410180062,SG,理工學院,18,數學系應用數學組,87,B6C,繁星推薦一般考生,80~89分
410180074,SG,理工學院,18,數學系應用數學組,81,B6C,繁星推薦一般考生,80~89分
410180086,SG,理工學院,18,數學系應用數學組,77,B6C,繁星推薦一般考生,70~79分
410180098,SG,理工學院,18,數學系應用數學組,83,B2D,申請入學學士班,80~89分
410180103,SG,理工學院,18,數學系應用數學組,78,B2D,申請入學學士班,70~79分
410180115,SG,理工學院,18,數學系應用數學組,82,B2D,申請入學學士班,80~89分
410180127,SG,理工學院,18,數學系應用數學組,43,B2D,申請入學學士班,0~59分
410180139,SG,理工學院,18,數學系應用數學組,68,B2D,申請入學學士班,60~69分
410180141,SG,理工學院,18,數學系應用數學組,78,B2D,申請入學學士班,70~79分
410180153,SG,理工學院,18,數學系應用數學組,52,B2D,申請入學學士班,0~59分
410180165,SG,理工學院,18,數學系應用數學組,46,B2D,申請入學學士班,0~59分
410180177,SG,理工學院,18,數學系應用數學組,69,B2D,申請入學學士班,60~69分
410180189,SG,理工學院,18,數學系應用數學組,68,B2D,申請入學學士班,60~69分
410180191,SG,理工學院,18,數學系應用數學組,66,B2D,申請入學學士班,60~69分
410180206,SG,理工學院,18,數學系應用數學組,78,B2D,申請入學學士班,70~79分
410180218,SG,理工學院,18,數學系應用數學組,75,B2D,申請入學學士班,70~79分
410180220,SG,理工學院,18,數學系應用數學組,72,B2D,申請入學學士班,70~79分
410180232,SG,理工學院,18,數學系應用數學組,69,B2D,申請入學學士班,60~69分
410180244,SG,理工學院,18,數學系應用數學組,74,B2D,申請入學學士班,70~79分
410180256,SG,理工學院,18,數學系應用數學組,63,B2D,申請入學學士班,60~69分
410180268,SG,理工學院,18,數學系應用數學組,59,B2D,申請入學學士班,0~59分
410180270,SG,理工學院,18,數學系應用數學組,55,B2D,申請入學學士班,0~59分
410180282,SG,理工學院,18,數學系應用數學組,78,B2D,申請入學學士班,70~79分
410180294,SG,理工學院,18,數學系應用數學組,80,B2D,申請入學學士班,80~89分
410180309,SG,理工學院,18,數學系應用數學組,78,B1D,學士班指考,70~79分
410180311,SG,理工學院,18,數學系應用數學組,63,B1D,學士班指考,60~69分
410180323,SG,理工學院,18,數學系應用數學組,70,B1D,學士班指考,70~79分
410180335,SG,理工學院,18,數學系應用數學組,81,B1D,學士班指考,80~89分
410180359,SG,理工學院,18,數學系應用數學組,76,B1D,學士班指考,70~79分
410180361,SG,理工學院,18,數學系應用數學組,71,B1D,學士班指考,70~79分
410180373,SG,理工學院,18,數學系應用數學組,64,B1D,學士班指考,60~69分
410180385,SG,理工學院,18,數學系應用數學組,82,B1D,學士班指考,80~89分
410180397,SG,理工學院,18,數學系應用數學組,70,B1D,學士班指考,70~79分
410180402,SG,理工學院,18,數學系應用數學組,84,B1D,學士班指考,80~89分
410180414,SG,理工學院,18,數學系應用數學組,69,B1D,學士班指考,60~69分
410180426,SG,理工學院,18,數學系應用數學組,65,B1D,學士班指考,60~69分
410180438,SG,理工學院,18,數學系應用數學組,65,B1D,學士班指考,60~69分
410180440,SG,理工學院,18,數學系應用數學組,77,B1D,學士班指考,70~79分
410180452,SG,理工學院,18,數學系應用數學組,61,B1D,學士班指考,60~69分
410180464,SG,理工學院,18,數學系應用數學組,74,B1D,學士班指考,70~79分
410180476,SG,理工學院,18,數學系應用數學組,81,B1D,學士班指考,80~89分
410180488,SG,理工學院,18,數學系應用數學組,52,B1D,學士班指考,0~59分
410180490,SG,理工學院,18,數學系應用數學組,74,B1D,學士班指考,70~79分
